#! FIELDS time c1 c2 w.bias
1 -1.83473 0.783972 -0.693147
2 -3.52353 -0.649354 -1.09861
3 -0.692974 -0.630591 -1.38629
4 0.102559 -0.0555102 -1.60944
5 -1.85437 0.490163 -1.79176
6 -0.613662 0.651381 -1.94591
7 -1.69859 2.05987 -2.07944
8 -0.7935 0.0397039 -2.19722
9 -0.418806 0.195624 -2.30259
10 0.316 1.14107 -2.3979
11 -1.70486 0.31237 -2.48491
12 -0.475015 -1.50689 -2.56495
13 -2.1361 -0.0701441 -2.63906
14 -1.45058 3.32498 -2.70805
15 -2.64559 -0.209746 -2.77259
16 -1.46692 0.233749 -2.83321
17 -0.954679 1.95966 -2.89037
18 0.0662324 -1.38971 -2.94444
19 -1.97585 0.859835 -2.99573
20 -0.826908 1.60358 -3.04452
21 -1.41973 0.585736 -3.09104
22 -1.46634 -0.831949 -3.13549
23 -0.670709 -1.24487 -3.17805
24 -0.0973766 1.50251 -3.21888
25 -2.02601 -0.67822 -3.2581
26 -2.08577 -0.125204 -3.29584
27 -1.00025 0.320232 -3.3322
28 -2.32007 0.328655 -3.3673
29 -1.57681 0.126657 -3.4012
30 -1.08697 1.19435 -3.43399
31 -3.19248 1.12151 -3.46574
32 -0.110233 -0.952497 -3.49651
33 -2.13372 0.541055 -3.52636
34 -0.696326 -1.47072 -3.55535
35 -1.87132 1.13429 -3.58352
36 -1.49046 1.86655 -3.61092
37 -2.05082 2.02806 -3.63759
38 -1.79363 0.201332 -3.66356
39 -1.14474 -0.20149 -3.68888
40 -1.50106 0.374192 -3.71357
41 0.272571 1.46024 -3.73767
42 -1.64014 1.71086 -3.7612
43 -0.455201 0.363646 -3.78419
44 -1.58109 -0.166162 -3.80666
45 -0.0604246 -0.215472 -3.82864
46 -1.32208 -0.804778 -3.85015
47 -0.0899699 -0.780855 -3.8712
48 -1.26449 0.691409 -3.89182
49 -1.65833 0.967104 -3.91202
50 -0.534035 2.41485 -3.93183
51 -0.618503 0.580365 -3.95124
52 0.229453 -0.207541 -3.97029
53 -1.23357 -0.16231 -3.98898
54 -0.356899 0.917089 -4.00733
55 -2.52851 1.79877 -4.02535
56 -1.73537 1.67486 -4.04305
57 -0.764429 0.981329 -4.06044
58 -1.16446 0.788072 -4.07754
59 -2.29694 0.546279 -4.09434
60 -1.71348 -0.626833 -4.11087
61 -0.833638 0.124915 -4.12713
62 -0.737621 -0.423249 -4.14313
63 -1.48244 -0.0293324 -4.15888
64 -2.81999 -0.865111 -4.17439
65 -0.381201 0.255581 -4.18965
66 -1.9109 1.25347 -4.20469
67 -1.46078 -0.518063 -4.21951
68 -2.55734 0.287326 -4.23411
69 -0.553895 0.675591 -4.2485
70 -2.52237 -1.01294 -4.26268
71 -2.12434 0.080911 -4.27667
72 -0.694874 -0.950979 -4.29046
73 -1.69283 0.263313 -4.30407
74 -0.0710275 -0.632489 -4.31749
75 -1.01649 -0.449771 -4.33073
76 -1.33402 1.73679 -4.34381
77 -1.29527 0.1496 -4.35671
78 -2.47437 -0.63114 -4.36945
79 -0.743025 -0.239281 -4.38203
80 -1.04944 1.89177 -4.39445
81 -1.64866 -1.08959 -4.40672
82 0.277635 -2.19785 -4.41884
83 -2.54482 0.640952 -4.43082
84 -1.36623 -2.5038 -4.44265
85 -1.82001 0.98264 -4.45435
86 -2.25853 -0.187896 -4.46591
87 0.315388 0.655746 -4.47734
88 0.325405 -0.337668 -4.48864
89 -1.75339 1.19394 -4.49981
90 -1.23017 -1.22904 -4.51086
91 -1.16938 -2.23237 -4.52179
92 -0.83094 0.491152 -4.5326
93 -0.332958 -0.244178 -4.54329
94 -0.0694266 1.19425 -4.55388
95 -2.19016 0.513018 -4.56435
96 -1.06196 0.966138 -4.57471
97 -1.71601 0.652762 -4.58497
98 -1.26721 -0.745596 -4.59512
99 -0.987859 0.0581692 -4.60517
100 -1.25685 -1.00428 -4.61512
101 -0.732162 0.15142 -4.62497
102 -2.18554 -0.326483 -4.63473
103 -0.841997 -0.173035 -4.64439
104 -0.574441 1.44878 -4.65396
105 -2.1823 -0.382338 -4.66344
106 -2.48629 0.438382 -4.67283
107 -1.42422 -1.26905 -4.68213
108 -0.00741265 1.14894 -4.69135
109 -0.992178 -0.632736 -4.70048
110 0.493722 -1.5409 -4.70953
111 -1.30422 0.58349 -4.7185
112 -0.542409 -0.841215 -4.72739
113 -1.4529 1.82335 -4.7362
114 -1.72565 0.45273 -4.74493
115 -2.62473 -0.818372 -4.75359
116 -2.96241 2.0884 -4.76217
117 -1.35061 1.3376 -4.77068
118 -1.94611 -0.047539 -4.77912
119 -0.967609 -0.616319 -4.78749
120 -1.02085 0.0190717 -4.79579
121 -1.80632 -0.384855 -4.80402
122 -0.946986 -0.992878 -4.81218
123 -1.66613 0.123882 -4.82028
124 -0.202573 1.53721 -4.82831
125 0.16719 -0.0756017 -4.83628
126 -1.2306 -0.606726 -4.84419
127 0.357142 0.294307 -4.85203
128 0.137062 0.545159 -4.85981
129 -2.48256 -0.487119 -4.86753
130 -1.82966 -0.251157 -4.8752
131 -2.39108 -0.587543 -4.8828
132 -1.13805 0.33633 -4.89035
133 -1.41126 -0.669846 -4.89784
134 -0.572996 0.159748 -4.90527
135 -2.385 0.281308 -4.91265
136 -0.362484 -0.745967 -4.91998
137 -3.09161 0.19498 -4.92725
138 -1.67679 -1.33155 -4.93447
139 -0.206981 1.18142 -4.94164
140 -0.974852 0.250979 -4.94876
141 -2.31884 1.36747 -4.95583
142 -1.9231 -1.46066 -4.96284
143 -0.301287 1.86493 -4.96981
144 -2.28422 -0.162906 -4.97673
145 -1.8335 -0.461526 -4.98361
146 -1.3154 -0.995288 -4.99043
147 -1.90954 -0.228343 -4.99721
148 -0.437014 0.929912 -5.00395
149 1.65956 0.889255 -5.01064
150 -1.65829 0.254914 -5.01728
151 -1.26287 -0.259064 -5.02388
152 0.496008 1.21942 -5.03044
153 -1.52593 -0.250536 -5.03695
154 -1.09484 -0.223813 -5.04343
155 -0.758612 -0.178249 -5.04986
156 -2.28194 -2.02345 -5.05625
157 -1.251 1.80635 -5.0626
158 -1.09732 0.521914 -5.0689
159 -0.294957 1.4506 -5.07517
160 -2.25519 -1.12839 -5.0814
161 -1.62512 0.636384 -5.0876
162 -2.88337e-05 -0.42599 -5.09375
163 -1.58993 -1.70057 -5.09987
164 -2.39535 -1.06908 -5.10595
165 -1.50354 -1.72633 -5.11199
166 -0.70028 0.982378 -5.11799
167 -1.75502 1.06242 -5.12396
168 -2.42684 1.19011 -5.1299
169 -0.740908 -1.71711 -5.1358
170 -2.67755 0.618139 -5.14166
171 -0.0891864 -0.422842 -5.14749
172 -0.105016 -0.051545 -5.15329
173 -2.03988 -0.122851 -5.15906
174 0.487985 -1.08816 -5.16479
175 -0.896525 1.73751 -5.17048
176 -0.87576 0.598878 -5.17615
177 -0.92694 0.489142 -5.18178
178 -0.13075 -0.0825102 -5.18739
179 -1.6454 1.67094 -5.19296
180 -1.453 -0.097644 -5.1985
181 0.922421 -0.702095 -5.20401
182 -1.4044 -0.755567 -5.20949
183 -1.60543 -1.29144 -5.21494
184 -2.42809 0.943144 -5.22036
185 -0.817124 1.90729 -5.22575
186 -0.0416524 -1.56354 -5.23111
187 -0.716959 1.329 -5.23644
188 -2.68451 -0.394642 -5.24175
189 -0.274565 1.45175 -5.24702
190 -1.42339 1.06821 -5.25227
191 -2.99025 0.967609 -5.2575
192 -1.41326 -0.498689 -5.26269
193 -1.02237 -0.0640827 -5.26786
194 -1.63317 -0.261733 -5.273
195 -1.19855 -1.28957 -5.27811
196 -3.67696 -0.749832 -5.2832
197 -0.732562 0.123762 -5.28827
198 -1.81297 -0.288918 -5.2933
199 -2.01921 1.15088 -5.29832
200 -2.05797 -0.200009 -5.3033
201 -0.971784 0.25809 -5.30827
202 -1.91476 0.693379 -5.31321
203 -1.97667 -1.03568 -5.31812
204 -0.791133 0.419705 -5.32301
205 -1.53512 0.653122 -5.32788
206 0.288297 0.281176 -5.33272
207 -1.33307 1.51079 -5.33754
208 0.58047 1.1529 -5.34233
209 -2.61526 -1.38128 -5.34711
210 -2.50459 0.188202 -5.35186
211 -0.774746 2.36654 -5.35659
212 -1.09456 1.80006 -5.36129
213 -2.14092 2.65946 -5.36598
214 -2.12041 1.62284 -5.37064
215 -0.190122 -1.57455 -5.37528
216 -1.60865 0.114827 -5.3799
217 -0.30184 0.287834 -5.3845
218 -0.754069 0.927656 -5.38907
